Month,Longitude,Latitude,Location,Crime type
2025-11,-6.050097,54.553199,On or near Mount Eagles Park,criminal-damage-arson
2025-11,-6.026389,54.556624,On or near ,criminal-damage-arson
2025-11,-6.046618,54.552559,On or near Mount Eagles Avenue,drugs
2025-11,-6.029275,54.552889,On or near Lagmore Grove,drugs
2025-11,-6.04044,54.557302,On or near White Rise,other-theft
2025-11,-6.043225,54.555954,On or near Lagmore View,other-theft
2025-11,-6.035154,54.558249,On or near ,other-theft
2025-11,-6.028517,54.554503,On or near Altan Walk,shoplifting
2025-11,-6.045819,54.553759,On or near Mount Eagles Square,vehicle-crime
2025-11,-6.043225,54.555954,On or near Lagmore View,violent-crime
2025-11,-6.031624,54.553214,On or near Lagmore Meadows,violent-crime
2025-11,-6.049108,54.556427,On or near Mount Eagles Crescent,violent-crime
2025-11,-6.041173,54.556514,On or near White Glen,violent-crime
2025-11,-6.037643,54.556313,On or near White Rise,violent-crime
2025-11,-6.041563,54.551606,On or near ,violent-crime
2025-11,-6.049111,54.554423,On or near Mount Eagles Avenue,violent-crime
2025-11,-6.046148,54.554968,On or near Mount Eagles Drive,violent-crime
2025-11,-6.030039,54.554671,On or near Altan Place,violent-crime
2025-11,-6.028681,54.557192,On or near Woodside Park,violent-crime
2025-11,-6.029275,54.552889,On or near Lagmore Grove,violent-crime
2025-11,-6.030235,54.557019,On or near Woodside View,violent-crime
2025-11,-6.029289,54.554524,On or near Altan Walk,violent-crime
2025-11,-6.049634,54.557055,On or near Mount Eagles Crescent,other-crime
2025-11,-5.979923,54.628428,On or near ,anti-social-behaviour
2025-11,-5.990033,54.627213,On or near Glenview Avenue,anti-social-behaviour
2025-11,-5.997504,54.638424,On or near Flush Road,anti-social-behaviour
2025-11,-5.978593,54.629943,On or near Wolfend Drive,criminal-damage-arson
2025-11,-5.991183,54.628086,On or near Wolfhill Avenue South,criminal-damage-arson
2025-11,-5.984697,54.627394,On or near Weavershill Court,criminal-damage-arson
2025-11,-5.987227,54.628532,On or near Ligoniel Road,criminal-damage-arson
2025-11,-5.984697,54.627394,On or near Weavershill Court,other-theft
2025-11,-5.979923,54.628428,On or near ,other-theft
2025-11,-5.978859,54.629588,On or near Wolfend Drive,violent-crime
2025-11,-5.978668,54.629054,On or near Bleach Green,violent-crime
2025-11,-5.978981,54.625555,On or near Springvale Park,violent-crime
2025-11,-5.981931,54.625721,On or near ,violent-crime
2025-11,-5.978593,54.629943,On or near Wolfend Drive,violent-crime
2025-11,-5.990033,54.627213,On or near Glenview Avenue,violent-crime
2025-11,-5.985726,54.627258,On or near ,violent-crime
2025-11,-5.978996,54.628377,On or near Hazelbrook Drive,violent-crime
2025-11,-5.978981,54.625555,On or near Springvale Park,other-crime
2025-11,-5.959421,54.572405,On or near Osborne Drive,anti-social-behaviour
2025-11,-5.959197,54.572545,On or near ,anti-social-behaviour
2025-11,-5.956693,54.57562,On or near Maryville Avenue,anti-social-behaviour
2025-11,-5.952694,54.569937,On or near Osborne Gardens,anti-social-behaviour
2025-11,-5.961372,54.559975,On or near Bristow Park,anti-social-behaviour
2025-11,-5.949796,54.566662,On or near Malone Road,anti-social-behaviour
2025-11,-5.951132,54.56469,On or near Malone Road,anti-social-behaviour
2025-11,-5.952729,54.572624,On or near Cranmore Park,anti-social-behaviour
2025-11,-5.960259,54.572652,On or near Lislea Avenue,anti-social-behaviour
2025-11,-5.970622,54.567031,On or near Upper Lisburn Road,criminal-damage-arson
2025-11,-5.966384,54.568595,On or near Balmoral Avenue,criminal-damage-arson
2025-11,-5.95611,54.567488,On or near ,other-theft
2025-11,-5.970622,54.567031,On or near Upper Lisburn Road,other-theft
2025-11,-5.956972,54.565103,On or near Shrewsbury Park,other-theft
2025-11,-5.949796,54.566662,On or near Malone Road,violent-crime
2025-11,-5.952694,54.569937,On or near Osborne Gardens,violent-crime
2025-11,-5.957134,54.574226,On or near Lisburn Road,violent-crime
2025-11,-5.966384,54.568595,On or near Balmoral Avenue,violent-crime
2025-11,-5.970622,54.567031,On or near Upper Lisburn Road,violent-crime
2025-11,-5.959161,54.573281,On or near ,other-crime
2025-11,-5.889503,54.579273,On or near Dill Road,anti-social-behaviour
2025-11,-5.884458,54.575753,On or near Beech Park,anti-social-behaviour
2025-11,-5.885355,54.573352,On or near Tudor Drive,anti-social-behaviour
2025-11,-5.887115,54.57641,On or near Merok Drive,criminal-damage-arson
2025-11,-5.8741,54.578033,On or near Carncaver Road,criminal-damage-arson
2025-11,-5.894799,54.576769,On or near Picardy Avenue,violent-crime
2025-11,-5.889503,54.579273,On or near Dill Road,violent-crime
2025-11,-5.984046,54.562602,On or near Grangeville Drive,anti-social-behaviour
2025-11,-5.984055,54.561784,On or near Upper Lisburn Road,anti-social-behaviour
2025-11,-5.975369,54.572637,On or near ,anti-social-behaviour
2025-11,-5.980334,54.560428,On or near Benmore Drive,anti-social-behaviour
2025-11,-5.979732,54.564785,On or near Richmond Park,criminal-damage-arson
2025-11,-5.96984,54.57001,On or near Stockmans Lane,criminal-damage-arson
2025-11,-5.97979,54.559871,On or near Doon End,drugs
2025-11,-5.979075,54.56401,On or near Upper Lisburn Road,shoplifting
2025-11,-5.984601,54.565459,On or near Orchardville Crescent,violent-crime
2025-11,-5.984865,54.563244,On or near Diamond Avenue,violent-crime
2025-11,-5.978973,54.560145,On or near Doon End,violent-crime
2025-11,-5.986205,54.565531,On or near Orchardville Crescent,violent-crime
2025-11,-5.984055,54.561784,On or near Upper Lisburn Road,violent-crime
2025-11,-5.979344,54.560753,On or near Kinnegar Road,other-crime
2025-11,-5.978973,54.560145,On or near Doon End,other-crime
2025-11,-5.93154,54.604699,On or near Donegall Street,anti-social-behaviour
2025-11,-5.936493,54.607453,On or near Carlisle Circus,anti-social-behaviour
2025-11,-5.928174,54.605765,On or near Lancaster Street,anti-social-behaviour
2025-11,-5.933431,54.605864,On or near Trinity Street,anti-social-behaviour
2025-11,-5.92635,54.607549,On or near Molyneaux Street,anti-social-behaviour
2025-11,-5.931955,54.603844,On or near Union Street,anti-social-behaviour
2025-11,-5.931152,54.608997,On or near ,anti-social-behaviour
2025-11,-5.935589,54.606961,On or near Clifton Street,anti-social-behaviour
2025-11,-5.931588,54.609543,On or near Queens Parade,anti-social-behaviour
2025-11,-5.936572,54.608029,On or near Annesley Street,anti-social-behaviour
2025-11,-5.928004,54.606679,On or near Thomas Street,anti-social-behaviour
2025-11,-5.928767,54.605964,On or near Lancaster Street,anti-social-behaviour
2025-11,-5.928221,54.608794,On or near Earl Close,anti-social-behaviour
2025-11,-5.929725,54.60448,On or near York Lane,anti-social-behaviour
2025-11,-5.936558,54.604641,On or near Stanhope Drive,anti-social-behaviour
2025-11,-5.930979,54.60416,On or near Union Street,anti-social-behaviour
2025-11,-5.930421,54.609362,On or near Victoria Parade,anti-social-behaviour
2025-11,-5.932536,54.603072,On or near Union Street,anti-social-behaviour
2025-11,-5.931724,54.602591,On or near ,anti-social-behaviour
2025-11,-5.929284,54.609818,On or near Hardinge Place,anti-social-behaviour
2025-11,-5.92635,54.607549,On or near Molyneaux Street,burglary
2025-11,-5.935606,54.605101,On or near Alton Street,burglary
2025-11,-5.928221,54.608794,On or near Earl Close,burglary
2025-11,-5.934834,54.614235,On or near Hallidays Road,criminal-damage-arson
2025-11,-5.932039,54.609515,On or near Queens Parade,criminal-damage-arson
2025-11,-5.928174,54.605765,On or near Lancaster Street,criminal-damage-arson
2025-11,-5.92635,54.607549,On or near Molyneaux Street,criminal-damage-arson
2025-11,-5.933062,54.602452,On or near North Street,criminal-damage-arson
2025-11,-5.934633,54.612075,On or near New Lodge Road,criminal-damage-arson
2025-11,-5.935936,54.612331,On or near Antrim Road,criminal-damage-arson
2025-11,-5.928174,54.605765,On or near Lancaster Street,drugs
2025-11,-5.936493,54.607453,On or near Carlisle Circus,drugs
2025-11,-5.928221,54.608794,On or near Earl Close,drugs
2025-11,-5.935929,54.610633,On or near Kinnaird Street,drugs
2025-11,-5.933779,54.603588,On or near ,drugs
2025-11,-5.932465,54.608732,On or near Carlisle Road,drugs
2025-11,-5.936322,54.613586,On or near ,drugs
2025-11,-5.93009,54.606436,On or near Lancaster Street,other-theft
2025-11,-5.928221,54.608794,On or near Earl Close,other-theft
2025-11,-5.936493,54.607453,On or near Carlisle Circus,other-theft
2025-11,-5.933062,54.602452,On or near North Street,other-theft
2025-11,-5.935936,54.612331,On or near Antrim Road,other-theft
2025-11,-5.933177,54.604467,On or near ,other-theft
2025-11,-5.931088,54.602634,On or near Kent Street,other-theft
2025-11,-5.929369,54.61088,On or near Spamount Street,other-theft
2025-11,-5.931152,54.608997,On or near ,other-theft
2025-11,-5.930979,54.60416,On or near Union Street,other-theft
2025-11,-5.93154,54.604699,On or near Donegall Street,other-theft
2025-11,-5.930082,54.610245,On or near New Lodge Place,other-theft
2025-11,-5.936558,54.604641,On or near Stanhope Drive,other-theft
2025-11,-5.935501,54.613285,On or near Hallidays Road,public-order
2025-11,-5.931724,54.602591,On or near ,public-order
2025-11,-5.936165,54.614231,On or near ,robbery
2025-11,-5.935929,54.610633,On or near Kinnaird Street,robbery
2025-11,-5.928221,54.608794,On or near Earl Close,robbery
2025-11,-5.934016,54.605317,On or near Lower Regent Street,robbery
2025-11,-5.928221,54.608794,On or near Earl Close,shoplifting
2025-11,-5.92635,54.607549,On or near Molyneaux Street,shoplifting
2025-11,-5.936572,54.608029,On or near Annesley Street,shoplifting
2025-11,-5.929725,54.60448,On or near York Lane,shoplifting
2025-11,-5.929349,54.60822,On or near Mccleery Street,theft-from-the-person
2025-11,-5.931724,54.602591,On or near ,theft-from-the-person
2025-11,-5.931955,54.603844,On or near Union Street,theft-from-the-person
2025-11,-5.932039,54.609515,On or near Queens Parade,vehicle-crime
2025-11,-5.929696,54.607175,On or near Great Georges Street,vehicle-crime
2025-11,-5.92635,54.607549,On or near Molyneaux Street,vehicle-crime
2025-11,-5.935672,54.612955,On or near Hallidays Road,vehicle-crime
2025-11,-5.931955,54.603844,On or near Union Street,violent-crime
2025-11,-5.935929,54.610633,On or near Kinnaird Street,violent-crime
2025-11,-5.931045,54.606524,On or near Lancaster Street,violent-crime
2025-11,-5.934552,54.604203,On or near Tyrone Street,violent-crime
2025-11,-5.928221,54.608794,On or near Earl Close,violent-crime
2025-11,-5.932505,54.610691,On or near Duncairn Parade,violent-crime
2025-11,-5.93594,54.611343,On or near Antrim Road,violent-crime
2025-11,-5.928174,54.605765,On or near Lancaster Street,violent-crime
2025-11,-5.933431,54.605864,On or near Trinity Street,violent-crime
2025-11,-5.932826,54.609555,On or near Carlisle Parade,violent-crime
2025-11,-5.931588,54.609543,On or near Queens Parade,violent-crime
2025-11,-5.935013,54.611614,On or near Donore Court,violent-crime
2025-11,-5.936493,54.607453,On or near Carlisle Circus,violent-crime
2025-11,-5.936992,54.603714,On or near Lime Court,violent-crime
2025-11,-5.935672,54.612955,On or near Hallidays Road,violent-crime
2025-11,-5.933779,54.603588,On or near ,violent-crime
2025-11,-5.929013,54.606615,On or near Portland Place,violent-crime
2025-11,-5.930568,54.611053,On or near Ludlow Square,violent-crime
2025-11,-5.930082,54.610245,On or near New Lodge Place,violent-crime
2025-11,-5.93154,54.604699,On or near Donegall Street,violent-crime
2025-11,-5.931724,54.602591,On or near ,violent-crime
2025-11,-5.934016,54.605317,On or near Lower Regent Street,violent-crime
2025-11,-5.936322,54.613586,On or near ,violent-crime
2025-11,-5.933123,54.609803,On or near Duncairn Parade,violent-crime
2025-11,-5.933062,54.602452,On or near North Street,violent-crime
2025-11,-5.932536,54.603072,On or near Union Street,violent-crime
2025-11,-5.933177,54.604467,On or near ,violent-crime
2025-11,-5.930979,54.60416,On or near Union Street,violent-crime
2025-11,-5.930451,54.608769,On or near ,violent-crime
2025-11,-5.935798,54.604359,On or near Wall Street,violent-crime
2025-11,-5.92635,54.607549,On or near Molyneaux Street,violent-crime
2025-11,-5.930103,54.610758,On or near Ludlow Square,violent-crime
2025-11,-5.935936,54.612331,On or near Antrim Road,violent-crime
2025-11,-5.928326,54.610386,On or near Spamount Street,violent-crime
2025-11,-5.933467,54.610051,On or near Lepper Street,violent-crime
2025-11,-5.930568,54.611053,On or near Ludlow Square,other-crime
2025-11,-5.933431,54.605864,On or near Trinity Street,other-crime
2025-11,-5.892666,54.586328,On or near ,anti-social-behaviour
2025-11,-5.896849,54.588018,On or near Ardgowan Drive,anti-social-behaviour
2025-11,-5.897501,54.58767,On or near Ardgowan Street,anti-social-behaviour
2025-11,-5.893711,54.587065,On or near Castlereagh Road,anti-social-behaviour
2025-11,-5.895052,54.587762,On or near Castlereagh Road,anti-social-behaviour
2025-11,-5.879175,54.585445,On or near Houston Gardens,anti-social-behaviour
2025-11,-5.899628,54.586925,On or near ,anti-social-behaviour
2025-11,-5.895073,54.58584,On or near Loopland Park,anti-social-behaviour
2025-11,-5.894697,54.587145,On or near Hillsborough Parade,anti-social-behaviour
2025-11,-5.885742,54.584392,On or near Orby Drive,criminal-damage-arson
2025-11,-5.881321,54.583749,On or near Houston Park,criminal-damage-arson
2025-11,-5.879175,54.585445,On or near Houston Gardens,criminal-damage-arson
2025-11,-5.899628,54.586925,On or near ,shoplifting
2025-11,-5.895052,54.587762,On or near Castlereagh Road,shoplifting
2025-11,-5.896849,54.588018,On or near Ardgowan Drive,violent-crime
2025-11,-5.890852,54.583709,On or near ,violent-crime
2025-11,-5.924252,54.579722,On or near Candahar Street,anti-social-behaviour
2025-11,-5.923219,54.576317,On or near Sunnyside Drive,anti-social-behaviour
2025-11,-5.922779,54.580101,On or near Candahar Street,anti-social-behaviour
2025-11,-5.923534,54.578631,On or near Ava Parade,anti-social-behaviour
2025-11,-5.920727,54.578475,On or near Blackwood Street,anti-social-behaviour
2025-11,-5.926978,54.576606,On or near Sunnyside Street,anti-social-behaviour
2025-11,-5.917506,54.57612,On or near Ormeau Road,anti-social-behaviour
2025-11,-5.917333,54.575883,On or near Ormeau Road,anti-social-behaviour
2025-11,-5.921544,54.580664,On or near ,anti-social-behaviour
2025-11,-5.922721,54.57851,On or near Ava Street,anti-social-behaviour
2025-11,-5.922779,54.580101,On or near Candahar Street,burglary
2025-11,-5.917333,54.575883,On or near Ormeau Road,criminal-damage-arson
2025-11,-5.918371,54.577977,On or near ,criminal-damage-arson
2025-11,-5.925528,54.579268,On or near ,criminal-damage-arson
2025-11,-5.921276,54.578629,On or near Blackwood Street,criminal-damage-arson
2025-11,-5.922325,54.576266,On or near ,drugs
2025-11,-5.924503,54.580562,On or near Delhi Street,drugs
2025-11,-5.923189,54.579335,On or near ,other-theft
2025-11,-5.921703,54.578744,On or near Blackwood Street,other-theft
2025-11,-5.922016,54.581714,On or near ,other-theft
2025-11,-5.921833,54.579231,On or near ,other-theft
2025-11,-5.913049,54.577094,On or near Ravenhill Road,possession-of-weapons
2025-11,-5.922692,54.576029,On or near Sunnyside Street,shoplifting
2025-11,-5.919718,54.579159,On or near Ormeau Road,shoplifting
2025-11,-5.919994,54.578894,On or near ,shoplifting
2025-11,-5.923364,54.581369,On or near ,shoplifting
2025-11,-5.921608,54.576972,On or near Haywood Avenue,violent-crime
2025-11,-5.923058,54.577662,On or near Ava Street,violent-crime
2025-11,-5.918641,54.57693,On or near Deramore Street,violent-crime
2025-11,-5.922347,54.577353,On or near ,violent-crime
2025-11,-5.922736,54.577593,On or near Fernwood Street,violent-crime
2025-11,-5.917506,54.57612,On or near Ormeau Road,violent-crime
2025-11,-5.921973,54.578614,On or near Fernwood Street,violent-crime
2025-11,-5.917024,54.576776,On or near St. Judes Parade,violent-crime
2025-11,-5.922779,54.580101,On or near Candahar Street,violent-crime
2025-11,-5.922325,54.576266,On or near ,violent-crime
2025-11,-5.924503,54.580562,On or near Delhi Street,violent-crime
2025-11,-5.922325,54.576266,On or near ,other-crime
2025-11,-5.901913,54.578878,On or near Onslow Parade,anti-social-behaviour
2025-11,-5.899136,54.584751,On or near Titania Street,anti-social-behaviour
2025-11,-5.901707,54.584392,On or near Ravenhill Parade,anti-social-behaviour
2025-11,-5.898654,54.583611,On or near Cregagh Road,anti-social-behaviour
2025-11,-5.897162,54.579542,On or near Onslow Parade,anti-social-behaviour
