Month,Longitude,Latitude,Location,Crime type
2025-11,-5.964131,54.603545,On or near March Street,anti-social-behaviour
2025-11,-5.962456,54.60827,On or near ,anti-social-behaviour
2025-11,-5.964899,54.603675,On or near ,anti-social-behaviour
2025-11,-5.964856,54.602973,On or near Woodvale Avenue,anti-social-behaviour
2025-11,-5.962178,54.606711,On or near ,anti-social-behaviour
2025-11,-5.954435,54.607703,On or near Tennent Street,anti-social-behaviour
2025-11,-5.959391,54.605181,On or near Mayo Place,anti-social-behaviour
2025-11,-5.961246,54.603047,On or near Mayo Street,criminal-damage-arson
2025-11,-5.963096,54.605998,On or near ,criminal-damage-arson
2025-11,-5.957694,54.611253,On or near ,criminal-damage-arson
2025-11,-5.95788,54.610313,On or near Ohio Street,criminal-damage-arson
2025-11,-5.962522,54.607876,On or near Woodvale Street,criminal-damage-arson
2025-11,-5.958419,54.610071,On or near Leopold Place,criminal-damage-arson
2025-11,-5.960926,54.605737,On or near Ainsworth Drive,criminal-damage-arson
2025-11,-5.961051,54.609747,On or near Rathlin Street,drugs
2025-11,-5.96154,54.609863,On or near ,drugs
2025-11,-5.963304,54.611438,On or near Woodvale Road,drugs
2025-11,-5.957158,54.602484,On or near Lawnbrook Drive,drugs
2025-11,-5.956843,54.609703,On or near Edenbrook Close,other-theft
2025-11,-5.963096,54.605998,On or near ,other-theft
2025-11,-5.955059,54.60669,On or near ,other-theft
2025-11,-5.957215,54.604731,On or near Shankill Road,other-theft
2025-11,-5.961931,54.607938,On or near ,other-theft
2025-11,-5.961001,54.604544,On or near Caledon Street,other-theft
2025-11,-5.958218,54.611595,On or near ,other-theft
2025-11,-5.955602,54.605108,On or near ,other-theft
2025-11,-5.96168,54.611087,On or near Ohio Street,other-theft
2025-11,-5.959336,54.610607,On or near Montreal Street,other-theft
2025-11,-5.960926,54.605737,On or near Ainsworth Drive,possession-of-weapons
2025-11,-5.967502,54.609505,On or near Ballygomartin Road,shoplifting
2025-11,-5.954051,54.610725,On or near ,shoplifting
2025-11,-5.960666,54.605679,On or near ,violent-crime
2025-11,-5.960369,54.611002,On or near Palmer Court,violent-crime
2025-11,-5.961001,54.604544,On or near Caledon Street,violent-crime
2025-11,-5.957205,54.611425,On or near Leopold Street,violent-crime
2025-11,-5.961201,54.605805,On or near ,violent-crime
2025-11,-5.960803,54.607281,On or near ,violent-crime
2025-11,-5.962178,54.606711,On or near ,violent-crime
2025-11,-5.955893,54.606416,On or near Acton Street,violent-crime
2025-11,-5.960926,54.605737,On or near Ainsworth Drive,violent-crime
2025-11,-5.958248,54.610382,On or near Ohio Street,violent-crime
2025-11,-5.961257,54.606237,On or near Lawnview Street,other-crime
2025-11,-5.954435,54.607703,On or near Tennent Street,other-crime
2025-11,-6.698788,55.062985,On or near Kinnyglass Road,anti-social-behaviour
2025-11,-6.748826,55.03992,On or near Craigmore Road,anti-social-behaviour
2025-11,-6.619061,55.087862,On or near Curragh Road,anti-social-behaviour
2025-11,-6.749238,55.058834,On or near ,anti-social-behaviour
2025-11,-6.752746,55.063775,On or near Cam Road,violent-crime
2025-11,-6.603349,55.037646,On or near ,violent-crime
2025-11,-6.759799,55.01691,On or near Belraugh Road,violent-crime
2025-11,-6.939229,54.965248,On or near ,anti-social-behaviour
2025-11,-6.929176,55.02443,On or near Ardgarvan Cottages,anti-social-behaviour
2025-11,-6.973227,54.956997,On or near Owenreagh Close,violent-crime
2025-11,-6.94236,54.96196,On or near Rosebrook,violent-crime
2025-11,-6.907049,54.941696,On or near ,violent-crime
2025-11,-6.678073,55.196512,On or near Glen Road,anti-social-behaviour
2025-11,-6.707916,55.186178,On or near Whyns Crescent,anti-social-behaviour
2025-11,-6.666585,55.197214,On or near Covehill Court,anti-social-behaviour
2025-11,-6.698048,55.186433,On or near ,anti-social-behaviour
2025-11,-6.667634,55.197333,On or near Covehill Court,vehicle-crime
2025-11,-6.676369,55.196287,On or near ,vehicle-crime
2025-11,-6.659874,55.196924,On or near Dhu Varren,vehicle-crime
2025-11,-6.709366,55.182115,On or near Millbrook Avenue,violent-crime
2025-11,-6.256197,55.199051,On or near Glentaise Drive,anti-social-behaviour
2025-11,-6.250715,55.205495,On or near ,anti-social-behaviour
2025-11,-6.254288,55.206426,On or near Stroanshesk Park,anti-social-behaviour
2025-11,-6.25712,55.202352,On or near Gortamaddy Park,burglary
2025-11,-6.243434,55.205677,On or near Strandview Road,criminal-damage-arson
2025-11,-6.256197,55.199051,On or near Glentaise Drive,violent-crime
2025-11,-6.255117,55.199323,On or near Glentaise Drive,violent-crime
2025-11,-6.257654,55.203088,On or near Gortamaddy Park,violent-crime
2025-11,-6.241944,55.20421,On or near Beechwood Avenue,violent-crime
2025-11,-6.257302,55.198905,On or near Broombeg View,violent-crime
2025-11,-6.256197,55.199051,On or near Glentaise Drive,other-crime
2025-11,-7.012393,55.043423,On or near Oakdene Crescent,anti-social-behaviour
2025-11,-6.9774,55.038445,On or near ,anti-social-behaviour
2025-11,-7.008869,55.044239,On or near Kings Lane,drugs
2025-11,-7.03049,55.041619,On or near Riverview,drugs
2025-11,-7.012395,55.042722,On or near Tamlough Park,other-theft
2025-11,-7.023793,55.041664,On or near Loughermore Road,violent-crime
2025-11,-7.03049,55.041619,On or near Riverview,violent-crime
2025-11,-7.019483,55.045852,On or near Hyacinth Avenue,violent-crime
2025-11,-7.021014,55.043385,On or near Riverside Cottages,violent-crime
2025-11,-7.01701,55.045922,On or near Dukes Lane,violent-crime
2025-11,-7.025019,55.042743,On or near Caman Park,violent-crime
2025-11,-6.512783,55.073441,On or near Park View,anti-social-behaviour
2025-11,-6.509176,55.072768,On or near Belford Park,anti-social-behaviour
2025-11,-6.506622,55.074506,On or near Newhill Park,anti-social-behaviour
2025-11,-6.508002,55.073185,On or near Belford Park,anti-social-behaviour
2025-11,-6.515086,55.07213,On or near John Street,burglary
2025-11,-6.509634,55.07475,On or near Alexandra Avenue,burglary
2025-11,-6.516004,55.071441,On or near Victoria Street,criminal-damage-arson
2025-11,-6.512211,55.071987,On or near St. Patricks Park,criminal-damage-arson
2025-11,-6.511835,55.074947,On or near Park View,criminal-damage-arson
2025-11,-6.510913,55.070669,On or near Queen Street,violent-crime
2025-11,-6.516004,55.071441,On or near Victoria Street,violent-crime
2025-11,-6.509815,55.078723,On or near Castlehill View,violent-crime
2025-11,-6.505525,55.075364,On or near Cloneen Drive,violent-crime
2025-11,-6.519001,55.065755,On or near West Gate,anti-social-behaviour
2025-11,-6.517281,55.070342,On or near Charlotte Street,anti-social-behaviour
2025-11,-6.515408,55.068083,On or near Meeting House Street,criminal-damage-arson
2025-11,-6.515408,55.068083,On or near Meeting House Street,drugs
2025-11,-6.52229,55.067834,On or near Westoncroft Avenue,drugs
2025-11,-6.51431,55.066892,On or near Seymour Street,drugs
2025-11,-6.518102,55.068888,On or near Castle Street,shoplifting
2025-11,-6.517485,55.068647,On or near Castle Street,violent-crime
2025-11,-6.519001,55.065755,On or near West Gate,violent-crime
2025-11,-6.518884,55.071871,On or near ,violent-crime
2025-11,-6.515619,55.067052,On or near Seymour Drive,violent-crime
2025-11,-6.689302,55.143427,On or near Cairnhill,anti-social-behaviour
2025-11,-6.765238,55.151092,On or near ,anti-social-behaviour
2025-11,-6.786462,55.165534,On or near Sea Road,anti-social-behaviour
2025-11,-6.771694,55.145687,On or near St. Pauls Road,criminal-damage-arson
2025-11,-6.770287,55.147586,On or near Woodend Park,other-theft
2025-11,-6.793227,55.16235,On or near Temple Park,other-theft
2025-11,-6.787512,55.165078,On or near Stable Lane,violent-crime
2025-11,-6.78992,55.16379,On or near Castle Park,violent-crime
2025-11,-6.798793,55.156242,On or near Ballymadigan Road,violent-crime
2025-11,-6.792822,55.162265,On or near Temple Park,violent-crime
2025-11,-6.794143,55.165817,On or near Strandview Cottages,violent-crime
2025-11,-6.685103,55.114186,On or near Redwood Park,anti-social-behaviour
2025-11,-6.673796,55.123415,On or near Screen Road,anti-social-behaviour
2025-11,-6.670641,55.117883,On or near Somerset Mews,anti-social-behaviour
2025-11,-6.681354,55.121925,On or near Spring Meadows,anti-social-behaviour
2025-11,-6.673522,55.119388,On or near Riverside Park South,anti-social-behaviour
2025-11,-6.681433,55.12048,On or near Burnside Park,criminal-damage-arson
2025-11,-6.679126,55.121982,On or near ,criminal-damage-arson
2025-11,-6.681433,55.12048,On or near Burnside Park,drugs
2025-11,-6.681433,55.12048,On or near Burnside Park,other-theft
2025-11,-6.673522,55.119388,On or near Riverside Park South,shoplifting
2025-11,-6.681433,55.12048,On or near Burnside Park,violent-crime
2025-11,-6.683182,55.119717,On or near Greenmount Road,violent-crime
2025-11,-6.673522,55.119388,On or near Riverside Park South,violent-crime
2025-11,-6.673796,55.123415,On or near Screen Road,violent-crime
2025-11,-6.370296,54.980153,On or near Killagan Road,criminal-damage-arson
2025-11,-6.328591,54.998516,On or near Gleneagles,criminal-damage-arson
2025-11,-6.381039,55.001184,On or near Anticur Road,criminal-damage-arson
2025-11,-6.507857,55.01859,On or near Finvoy Road,violent-crime
2025-11,-6.330955,54.999546,On or near Rosemount,violent-crime
2025-11,-6.328591,54.998516,On or near Gleneagles,violent-crime
2025-11,-6.944498,55.044093,On or near Greystone Park,anti-social-behaviour
2025-11,-6.939752,55.040162,On or near Enagh Park,anti-social-behaviour
2025-11,-6.946975,55.04388,On or near Greystone Park,anti-social-behaviour
2025-11,-6.947728,55.037868,On or near O'cahan Way,anti-social-behaviour
2025-11,-6.943696,55.045433,On or near Rathbeg Crescent,anti-social-behaviour
2025-11,-6.94001,55.041062,On or near Glenbank Walk,anti-social-behaviour
2025-11,-6.949045,55.044312,On or near Josephine Terrace,burglary
2025-11,-6.948408,55.045932,On or near Benevenagh Drive,criminal-damage-arson
2025-11,-6.94992,55.042558,On or near Roe Mill Gardens,criminal-damage-arson
2025-11,-6.949045,55.044312,On or near Josephine Terrace,criminal-damage-arson
2025-11,-6.948466,55.038926,On or near Irwin Avenue,criminal-damage-arson
2025-11,-6.949045,55.044312,On or near Josephine Terrace,drugs
2025-11,-6.943696,55.045433,On or near Rathbeg Crescent,other-theft
2025-11,-6.944721,55.039172,On or near Coolessan Walk,violent-crime
2025-11,-6.94346,55.041344,On or near Glenview Drive,violent-crime
2025-11,-6.94133,55.040849,On or near Glenmore Gardens,violent-crime
2025-11,-6.948739,55.038066,On or near Irwin Avenue,violent-crime
2025-11,-6.948408,55.045932,On or near Benevenagh Drive,violent-crime
2025-11,-6.949999,55.045514,On or near Josephine Avenue,other-crime
2025-11,-6.469833,55.125228,On or near Castlecat Road,anti-social-behaviour
2025-11,-6.474708,55.125217,On or near ,other-theft
2025-11,-6.477307,55.124082,On or near Mcarthur Avenue,public-order
2025-11,-6.47844,55.093454,On or near Farran Road,violent-crime
2025-11,-6.477307,55.124082,On or near Mcarthur Avenue,violent-crime
2025-11,-6.495506,55.119116,On or near Lisconnan Road,violent-crime
2025-11,-6.840663,54.988503,On or near ,anti-social-behaviour
2025-11,-6.670722,55.155532,On or near The Hawthorns,anti-social-behaviour
2025-11,-6.658425,55.133973,On or near Windsor Avenue,anti-social-behaviour
2025-11,-6.673917,55.145282,On or near Portstewart Road,anti-social-behaviour
2025-11,-6.662797,55.134524,On or near ,anti-social-behaviour
2025-11,-6.662471,55.141922,On or near Rosemary Place,anti-social-behaviour
2025-11,-6.646715,55.126477,On or near ,anti-social-behaviour
2025-11,-6.658662,55.1456,On or near Glenburn Crescent,anti-social-behaviour
2025-11,-6.660343,55.147864,On or near Oakvale Park,anti-social-behaviour
2025-11,-6.660012,55.139937,On or near Rosemary Place,anti-social-behaviour
2025-11,-6.651437,55.137525,On or near Lisnablagh Road,anti-social-behaviour
2025-11,-6.648519,55.13292,On or near Kingsbury Gardens,anti-social-behaviour
2025-11,-6.664417,55.145169,On or near Shell Bridge Park,anti-social-behaviour
2025-11,-6.599561,55.185045,On or near Corbally Road,anti-social-behaviour
2025-11,-6.574017,55.16486,On or near Ballybogy Road,anti-social-behaviour
2025-11,-6.657495,55.14626,On or near Glenvara Drive,anti-social-behaviour
2025-11,-6.703527,55.171939,On or near Aghermore Avenue,anti-social-behaviour
2025-11,-6.704625,55.166614,On or near Cappagh More Manor,anti-social-behaviour
2025-11,-6.646715,55.126477,On or near ,criminal-damage-arson
2025-11,-6.663828,55.150579,On or near Loughanhill Park,criminal-damage-arson
2025-11,-6.659076,55.14635,On or near Groves End Gardens,criminal-damage-arson
2025-11,-6.65847,55.147565,On or near Kenbane Avenue,criminal-damage-arson
2025-11,-6.657348,55.145495,On or near Mossvale Park,criminal-damage-arson
2025-11,-6.658767,55.134507,On or near Windsor Avenue,criminal-damage-arson
2025-11,-6.660114,55.138788,On or near Craigavon Terrace,criminal-damage-arson
2025-11,-6.62034,55.192549,On or near Craigahulliar Road,criminal-damage-arson
2025-11,-6.657806,55.14727,On or near Kenbane Avenue,other-theft
2025-11,-6.663828,55.150579,On or near Loughanhill Park,other-theft
2025-11,-6.631767,55.187629,On or near Gateside Road,other-theft
2025-11,-6.667095,55.142449,On or near Portrush Road,public-order
2025-11,-6.658968,55.142567,On or near Hartford Park,robbery
2025-11,-6.657348,55.145495,On or near Mossvale Park,violent-crime
2025-11,-6.702064,55.168186,On or near Cromlech Court,violent-crime
2025-11,-6.704625,55.166614,On or near Cappagh More Manor,violent-crime
2025-11,-6.700774,55.168271,On or near ,violent-crime
2025-11,-6.665767,55.138078,On or near Artillery Road,violent-crime
2025-11,-6.646715,55.126477,On or near ,violent-crime
2025-11,-6.60903,55.107484,On or near Newbridge Road,violent-crime
2025-11,-6.646253,55.135958,On or near Grasmere Court,violent-crime
2025-11,-6.646792,55.13485,On or near Silverthorn Avenue,violent-crime
2025-11,-6.663262,55.149225,On or near Elms Park,violent-crime
2025-11,-6.649817,55.137219,On or near Redthorn Court,violent-crime
2025-11,-6.662797,55.134524,On or near ,violent-crime
2025-11,-6.656995,55.145734,On or near Mossvale Park,violent-crime
2025-11,-6.666804,55.150243,On or near Willowfield Park,violent-crime
2025-11,-6.66848,55.142303,On or near The Boulevard,violent-crime
2025-11,-6.666223,55.138523,On or near ,violent-crime
2025-11,-6.65986,55.135138,On or near Windsor Avenue,violent-crime
2025-11,-6.657806,55.14727,On or near Kenbane Avenue,violent-crime
2025-11,-6.663991,55.148982,On or near Elms Park,violent-crime
2025-11,-6.660343,55.147864,On or near Oakvale Park,violent-crime
2025-11,-6.662854,55.152024,On or near Ballygallin Park,other-crime
2025-11,-6.700774,55.168271,On or near ,other-crime
2025-11,-6.60903,55.107484,On or near Newbridge Road,other-crime
2025-11,-6.416066,55.006254,On or near Hillside Avenue,possession-of-weapons
2025-11,-6.406542,55.012697,On or near Greenacre,vehicle-crime
2025-11,-6.464833,55.032006,On or near Queens Park,violent-crime
2025-11,-6.434087,55.049168,On or near ,violent-crime
2025-11,-6.41661,55.01148,On or near Carness Drive,violent-crime
2025-11,-6.405885,55.011116,On or near Bellaghy Crescent,violent-crime
2025-11,-6.915792,54.92415,On or near Finvola Park,anti-social-behaviour
2025-11,-7.018556,54.883404,On or near ,criminal-damage-arson
2025-11,-7.015098,54.893581,On or near Feeny Road,violent-crime
2025-11,-6.925829,54.927958,On or near New Street,violent-crime
2025-11,-6.92113,54.925751,On or near Garvagh Road,violent-crime
2025-11,-6.912171,54.918449,On or near Tracys Way,violent-crime
2025-11,-6.908276,54.915997,On or near Glenshane Road,violent-crime
2025-11,-7.018556,54.883404,On or near ,violent-crime
2025-11,-7.028254,54.92909,On or near Sheascan View,other-crime
2025-11,-7.024101,54.893187,On or near Cherry Lane,other-crime
2025-11,-6.687494,54.983362,On or near Bridge Street,anti-social-behaviour
2025-11,-6.687529,54.983264,On or near Main Street,criminal-damage-arson
2025-11,-6.677339,54.983432,On or near Killyvally Park,drugs
2025-11,-6.686517,54.985544,On or near Coleraine Road,drugs
2025-11,-6.681302,54.981642,On or near Thompsons Crescent,other-theft
2025-11,-6.677488,54.983164,On or near Killyvally Park,violent-crime
2025-11,-6.688367,54.977685,On or near Carhill Court,violent-crime
2025-11,-6.689377,54.978325,On or near Demesne Banks,violent-crime
2025-11,-6.677339,54.983432,On or near Killyvally Park,violent-crime
2025-11,-6.687866,54.982037,On or near Main Street,violent-crime
2025-11,-6.676701,54.983335,On or near Killyvally Park,violent-crime
2025-11,-6.482244,55.236408,On or near Causeway Road,anti-social-behaviour
2025-11,-6.525523,55.19815,On or near Ballyness Park,anti-social-behaviour
2025-11,-6.425388,55.201677,On or near ,other-theft
2025-11,-6.497737,55.183231,On or near Haw Road,other-theft
2025-11,-7.122101,55.029837,On or near Hawthorn Park,anti-social-behaviour
2025-11,-7.079301,55.025012,On or near ,anti-social-behaviour
2025-11,-7.112568,55.033101,On or near Gortgare Road,burglary
2025-11,-7.143592,55.02161,On or near Craigbrack Road,drugs
2025-11,-7.072988,55.04107,On or near ,violent-crime
2025-11,-7.112409,55.006358,On or near ,violent-crime
2025-11,-7.044257,55.042869,On or near Clooney Road,violent-crime
2025-11,-6.934102,55.044424,On or near Anderson Park,anti-social-behaviour
2025-11,-6.940237,55.045493,On or near Drumachose Mews,anti-social-behaviour
2025-11,-6.929608,55.049271,On or near Castle Park,anti-social-behaviour
2025-11,-6.924999,55.049006,On or near Knockanbaan,anti-social-behaviour
2025-11,-6.9359,55.043281,On or near Drumachose Park,violent-crime
2025-11,-6.933088,55.043733,On or near Anderson Park,violent-crime
2025-11,-6.930103,55.037742,On or near Mount Eden,violent-crime
2025-11,-6.933375,55.042945,On or near Drumachose Park,other-crime
2025-11,-6.655153,55.190674,On or near Magheramenagh Park,anti-social-behaviour
2025-11,-6.643227,55.190919,On or near Hopefield Park,anti-social-behaviour
2025-11,-6.655153,55.190674,On or near Magheramenagh Park,burglary
2025-11,-6.660946,55.197736,On or near Ailsa Craig Terrace,burglary
2025-11,-6.654231,55.189613,On or near Magheramenagh Drive,criminal-damage-arson
2025-11,-6.647983,55.197,On or near Girona Park,drugs
2025-11,-6.655153,55.190674,On or near Magheramenagh Park,other-theft
2025-11,-6.655153,55.190674,On or near Magheramenagh Park,shoplifting
2025-11,-6.657126,55.196894,On or near Glenvale Crescent,vehicle-crime
2025-11,-6.651182,55.196667,On or near Parker Avenue,vehicle-crime
2025-11,-6.65746,55.19211,On or near Glenmanus Road,vehicle-crime
2025-11,-6.659628,55.198143,On or near West Strand Avenue,vehicle-crime
2025-11,-6.659941,55.19724,On or near West Strand Road,vehicle-crime
2025-11,-6.657584,55.190755,On or near Glenmanus Park,violent-crime
2025-11,-6.655153,55.190674,On or near Magheramenagh Park,violent-crime
2025-11,-6.556099,54.952676,On or near Drumkill Mews,anti-social-behaviour
2025-11,-6.560228,54.95551,On or near Claragh Hill Gardens,anti-social-behaviour
2025-11,-6.556099,54.952676,On or near Drumkill Mews,burglary
2025-11,-6.558701,54.963703,On or near Movanagher Road,other-theft
2025-11,-6.609703,55.010885,On or near Moneydig Road,violent-crime
2025-11,-6.553256,54.949256,On or near Church Place,violent-crime
2025-11,-6.618092,54.96424,On or near ,violent-crime
2025-11,-6.261954,55.198136,On or near Ramoan Gardens,anti-social-behaviour
2025-11,-6.262929,55.202058,On or near Leyland Heights,anti-social-behaviour
2025-11,-6.260134,55.198451,On or near Dalriada Gardens,anti-social-behaviour
2025-11,-6.365415,55.198705,On or near Ballinlea Road,burglary
2025-11,-6.362726,55.236291,On or near Larrybane Park,burglary
2025-11,-6.261798,55.199194,On or near Fogarty Crescent,criminal-damage-arson
2025-11,-6.264398,55.198629,On or near Mayo Drive,criminal-damage-arson
2025-11,-6.263056,55.194459,On or near Drumawillin Park,violent-crime
2025-11,-6.262929,55.202058,On or near Leyland Heights,violent-crime
2025-11,-6.294686,55.176786,On or near Capecastle Road,violent-crime
2025-11,-6.270181,55.205072,On or near Whitepark Road,violent-crime
2025-11,-6.304719,55.063165,On or near Shelton Meadow,anti-social-behaviour
2025-11,-6.312863,55.009484,On or near ,anti-social-behaviour
2025-11,-6.064503,55.08039,On or near Mill Street,criminal-damage-arson
2025-11,-6.060329,55.061169,On or near Carn-neil Park,drugs
2025-11,-6.080675,55.076908,On or near Ballyemon Road,violent-crime
2025-11,-6.711816,55.09885,On or near Ringrash Road,anti-social-behaviour
2025-11,-6.816588,55.133294,On or near Altikeeragh Lane,anti-social-behaviour
2025-11,-6.709424,55.100163,On or near ,anti-social-behaviour
2025-11,-6.748722,55.115485,On or near ,anti-social-behaviour
2025-11,-6.758614,55.120922,On or near Gortycavan Road,anti-social-behaviour
2025-11,-6.695978,55.106048,On or near Dunderg Road,other-theft
2025-11,-6.795732,55.129748,On or near ,violent-crime
2025-11,-6.709424,55.100163,On or near ,violent-crime
2025-11,-6.948718,55.138521,On or near Drumavally,anti-social-behaviour
2025-11,-6.92444,55.148586,On or near Seacoast Road,drugs
2025-11,-6.92444,55.148586,On or near Seacoast Road,violent-crime
2025-11,-6.92444,55.148586,On or near Seacoast Road,other-crime
2025-11,-6.671032,55.129224,On or near Upper Abbey Street,anti-social-behaviour
2025-11,-6.664947,55.133056,On or near Railway Road,anti-social-behaviour
2025-11,-6.663686,55.133707,On or near Railway Place,anti-social-behaviour
2025-11,-6.673101,55.13019,On or near Ferryquay Place,anti-social-behaviour
2025-11,-6.665647,55.132282,On or near Railway Road,anti-social-behaviour
2025-11,-6.670026,55.130264,On or near New Row,anti-social-behaviour
2025-11,-6.67205,55.131625,On or near Queen Street,anti-social-behaviour
2025-11,-6.673009,55.130584,On or near Ferryquay Place,anti-social-behaviour
2025-11,-6.670388,55.128804,On or near New Row,anti-social-behaviour
2025-11,-6.664588,55.133466,On or near Railway Road,anti-social-behaviour
2025-11,-6.667379,55.130631,On or near ,criminal-damage-arson
2025-11,-6.673009,55.130584,On or near Ferryquay Place,criminal-damage-arson
2025-11,-6.665364,55.131821,On or near ,criminal-damage-arson
2025-11,-6.665202,55.134335,On or near Union Street,criminal-damage-arson
2025-11,-6.664611,55.129486,On or near ,criminal-damage-arson
2025-11,-6.673101,55.13019,On or near Ferryquay Place,criminal-damage-arson
2025-11,-6.663686,55.133707,On or near Railway Place,criminal-damage-arson
2025-11,-6.666358,55.125984,On or near Beresford Avenue,criminal-damage-arson
2025-11,-6.665021,55.130838,On or near ,drugs
2025-11,-6.660601,55.128436,On or near ,other-theft
2025-11,-6.655962,55.126993,On or near Lodge Park,other-theft
2025-11,-6.669696,55.131689,On or near New Row,shoplifting
2025-11,-6.670388,55.128804,On or near New Row,shoplifting
2025-11,-6.660601,55.128436,On or near ,violent-crime
2025-11,-6.67212,55.131401,On or near The Diamond,violent-crime
2025-11,-6.67205,55.131625,On or near Queen Street,violent-crime
2025-11,-6.668087,55.129156,On or near New Market Street,violent-crime
2025-11,-6.673009,55.130584,On or near Ferryquay Place,violent-crime
2025-11,-6.673101,55.13019,On or near Ferryquay Place,violent-crime
2025-11,-6.66969,55.129973,On or near Society Street,violent-crime
2025-11,-6.671032,55.129224,On or near Upper Abbey Street,violent-crime
2025-11,-6.656696,55.122419,On or near Rugby Avenue,violent-crime
2025-11,-6.667489,55.127802,On or near Mount Street Mews,violent-crime
2025-11,-6.671045,55.129314,On or near Upper Abbey Street,violent-crime
2025-11,-6.663686,55.133707,On or near Railway Place,violent-crime
2025-11,-6.664947,55.133056,On or near Railway Road,violent-crime
2025-11,-6.665438,55.133376,On or near ,violent-crime
2025-11,-6.673009,55.130584,On or near Ferryquay Place,other-crime
2025-11,-6.655869,55.207633,On or near Mark Street,anti-social-behaviour
2025-11,-6.655681,55.208098,On or near Mark Street,anti-social-behaviour
2025-11,-6.655869,55.207633,On or near Mark Street,criminal-damage-arson
2025-11,-6.657154,55.208213,On or near Coastguard Station,possession-of-weapons
2025-11,-6.651285,55.203828,On or near Victoria Street,violent-crime
2025-11,-6.648146,55.202841,On or near Causeway Street,violent-crime
2025-11,-6.712646,55.181665,On or near Mullaghacall Crescent,anti-social-behaviour
2025-11,-6.71841,55.183019,On or near The Promenade,anti-social-behaviour
2025-11,-6.717923,55.182071,On or near Strand Road,anti-social-behaviour
2025-11,-6.717612,55.185391,On or near Upper Heathmount,anti-social-behaviour
2025-11,-6.717145,55.179395,On or near Enterprise Parade,anti-social-behaviour
2025-11,-6.716178,55.180175,On or near Coleraine Road,anti-social-behaviour
2025-11,-6.717512,55.180207,On or near Enterprise Parade,anti-social-behaviour
2025-11,-6.715452,55.170053,On or near Ferndale Park,anti-social-behaviour
2025-11,-6.719304,55.18549,On or near The Promenade,anti-social-behaviour
2025-11,-6.717923,55.182071,On or near Strand Road,criminal-damage-arson
2025-11,-6.717645,55.181924,On or near Coleraine Road,criminal-damage-arson
2025-11,-6.71348,55.177703,On or near Seahaven Court,criminal-damage-arson
2025-11,-6.711558,55.17206,On or near Coleraine Road,criminal-damage-arson
2025-11,-6.709145,55.169025,On or near Agherton Village,shoplifting
2025-11,-6.483602,54.957848,On or near Main Street,anti-social-behaviour
2025-11,-6.951585,55.047073,On or near Roe Mill Walk,anti-social-behaviour
2025-11,-6.952435,55.05168,On or near Main Street,anti-social-behaviour
2025-11,-6.947011,55.049666,On or near ,anti-social-behaviour
2025-11,-6.953206,55.047905,On or near William Street,anti-social-behaviour
2025-11,-6.942648,55.052574,On or near Crawford Square,anti-social-behaviour
2025-11,-6.941723,55.049072,On or near ,anti-social-behaviour
2025-11,-6.947791,55.053957,On or near Mill Place,anti-social-behaviour
2025-11,-6.950542,55.050469,On or near Market Street,anti-social-behaviour
2025-11,-6.950893,55.051406,On or near Connell Street Car Park,anti-social-behaviour
2025-11,-6.950542,55.050469,On or near Market Street,burglary
2025-11,-6.944266,55.052337,On or near Alexander Terrace,burglary
2025-11,-6.953652,55.049409,On or near Catherine Street,criminal-damage-arson
2025-11,-6.953287,55.050807,On or near ,criminal-damage-arson
2025-11,-6.942648,55.052574,On or near Crawford Square,criminal-damage-arson
2025-11,-6.950639,55.047954,On or near Annadale Park,drugs
2025-11,-6.954542,55.04947,On or near ,drugs
2025-11,-6.947791,55.053957,On or near Mill Place,other-theft
2025-11,-6.941723,55.049072,On or near ,other-theft
2025-11,-6.951976,55.051882,On or near Main Street,other-theft
2025-11,-6.947011,55.049666,On or near ,possession-of-weapons
2025-11,-6.950542,55.050469,On or near Market Street,shoplifting
2025-11,-6.950784,55.050794,On or near Market Street,shoplifting
2025-11,-6.949222,55.053071,On or near Main Street,shoplifting
2025-11,-6.953652,55.049409,On or near Catherine Street,shoplifting
2025-11,-6.928202,55.050346,On or near ,shoplifting
2025-11,-6.949678,55.04941,On or near Connell Street,violent-crime
2025-11,-6.949222,55.053071,On or near Main Street,violent-crime
2025-11,-6.946438,55.05302,On or near Alexander Road,violent-crime
2025-11,-6.94813,55.054733,On or near Mill Place,violent-crime
2025-11,-6.946109,55.053628,On or near Alexander Road,violent-crime
2025-11,-6.941723,55.049072,On or near ,violent-crime
2025-11,-6.52273,55.059278,On or near Bann Road,anti-social-behaviour
2025-11,-6.564368,55.063451,On or near Burnside Park,anti-social-behaviour
2025-11,-6.564098,55.078423,On or near Macfin Road,drugs
2025-11,-6.517551,55.059664,On or near Millgrange,violent-crime
2025-11,-6.680628,55.125385,On or near Kylemore Road,anti-social-behaviour
2025-11,-6.676453,55.127433,On or near Lambeth Way,anti-social-behaviour
2025-11,-6.683369,55.127831,On or near Kylemore Road,anti-social-behaviour
2025-11,-6.677042,55.128122,On or near Kyles Brae,anti-social-behaviour
2025-11,-6.692727,55.137939,On or near Wheatsheaf Park,anti-social-behaviour
2025-11,-6.676453,55.127433,On or near Lambeth Way,criminal-damage-arson
2025-11,-6.683693,55.127053,On or near Westbourne Crescent,criminal-damage-arson
2025-11,-6.688135,55.13356,On or near Carthall Manor,criminal-damage-arson
2025-11,-6.677638,55.128577,On or near Winston Way,criminal-damage-arson
